epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1054.82,0.30483,0.91649,1,0.20798,0.00333102,0.00333102,0.00333102
2,1844.46,0.25246,0.93859,1,0.1582,0.00644443,0.00644443,0.00644443
